,Id,Rol,Victima,Sexo,Edad,Dias_hospitalizado,N_victimas,Año,Mes,Dia,Hora,Calle,Altura,Cruce,Dirección,Comuna,Latitud,Longitud,Acusado
318,2018-0040,PEATON,PEATON,FEMENINO,SD,0.0,1.0,2018.0,4.0,27.0,11.0,"FREIRE, RAMON, CAP. GRAL.",,"OLAGUER Y FELIU, VIRREY","FREIRE, RAMON, CAP. GRAL. y OLAGUER Y FELIU, VIRREY",13.0,-58.45686132,-34.57305993,CARGAS
319,2018-0041,PEATON,PEATON,FEMENINO,78,0.0,1.0,2018.0,4.0,27.0,13.0,LA PLATA AV.,,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","LA PLATA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",4.0,-58.42281627,-34.64282424,PASAJEROS
320,2018-0042,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,23,0.0,1.0,2018.0,4.0,27.0,18.0,BRANDSEN,,PERDRIEL,BRANDSEN y PERDRIEL,4.0,-58.38666024,-34.63953396,CARGAS
321,2018-0043,CONDUCTOR,MOTO,MASCULINO,25,1.0,1.0,2018.0,4.0,28.0,6.0,"VILARDEBO, TEODORO",,ALVAREZ JONTE AV.,"VILARDEBO, TEODORO y ALVAREZ JONTE AV.",11.0,-58.49122843,-34.61207587,AUTO
322,2018-0044,PEATON,PEATON,FEMENINO,50,0.0,1.0,2018.0,4.0,28.0,9.0,ALBERTI,,INDEPENDENCIA AV.,ALBERTI e INDEPENDENCIA AV.,3.0,-58.40098306,-34.61866627,AUTO
323,2018-0045,CONDUCTOR,AUTO,MASCULINO,60,0.0,1.0,2018.0,4.0,30.0,7.0,ALVAREZ THOMAS AV.,879.0,SD,ALVAREZ THOMAS AV. 879,13.0,-58.45448963,-34.5791692,CARGAS
324,2018-0046,PEATON,PEATON,MASCULINO,11,0.0,1.0,2018.0,5.0,2.0,3.0,"PAZ, GRAL. AV.",,RIVADAVIA AV.,"PAZ, GRAL. AV. y RIVADAVIA AV.",9.0,-58.52927982,-34.63931752,AUTO
325,2018-0047,PEATON,PEATON,MASCULINO,82,1.0,1.0,2018.0,5.0,8.0,19.0,CORRIENTES AV.,,DORREGO AV.,CORRIENTES AV. y DORREGO AV.,15.0,-58.44759966,-34.5917024,PASAJEROS
326,2018-0048,PEATON,PEATON,MASCULINO,57,7.0,1.0,2018.0,5.0,9.0,10.0,RIVADAVIA AV.,,PEDERNERA,RIVADAVIA AV. y PEDERNERA,7.0,-58.46411215,-34.62925068,PASAJEROS
327,2018-0049,PEATON,PEATON,FEMENINO,40,2.0,1.0,2018.0,5.0,11.0,19.0,QUESADA,2300.0,SD,QUESADA 2300,13.0,-58.4621322,-34.55395823,AUTO
328,2018-0050,PEATON,PEATON,FEMENINO,47,10.0,1.0,2018.0,5.0,14.0,18.0,CABILDO AV.,,JURAMENTO AV.,CABILDO AV. y JURAMENTO AV.,13.0,-58.45669422,-34.5620361,PASAJEROS
329,2018-0051,PEATON,PEATON,FEMENINO,57,0.0,1.0,2018.0,5.0,15.0,21.0,CALIFORNIA,,"CARBONARI, FRANCISCO, CMTE.","CALIFORNIA y CARBONARI, FRANCISCO, CMTE.",4.0,-58.3597716,-34.64341878,AUTO
330,2018-0052,PEATON,PEATON,MASCULINO,78,1.0,1.0,2018.0,5.0,18.0,20.0,"CARRIL, SALVADOR MARIA DEL AV.",,NAZCA,"CARRIL, SALVADOR MARIA DEL AV. y NAZCA",15.0,-58.49820145,-34.59070093,PASAJEROS
331,2018-0053,CONDUCTOR,MOTO,MASCULINO,43,0.0,1.0,2018.0,5.0,20.0,2.0,SAN LUIS,,AGUERO,SAN LUIS y AGUERO,3.0,-58.4105928,-34.5993918,AUTO
332,2018-0054,PEATON,PEATON,FEMENINO,86,3.0,1.0,2018.0,5.0,22.0,11.0,LUGONES,2430.0,SD,LUGONES 2430,12.0,-58.47969138,-34.57121563,BICICLETA
333,2018-0055,CONDUCTOR,MOTO,MASCULINO,21,0.0,1.0,2018.0,5.0,29.0,7.0,INDEPENDENCIA AV.,,JUJUY AV.,INDEPENDENCIA AV. y JUJUY AV.,3.0,-58.40351561,-34.61883916,AUTO
334,2018-0056,PEATON,PEATON,FEMENINO,69,2.0,1.0,2018.0,6.0,2.0,13.0,RIVADAVIA AV.,11050.0,SD,RIVADAVIA AV. 11050,9.0,-58.51973844,-34.63918987,PASAJEROS
335,2018-0057,CONDUCTOR,MOTO,MASCULINO,33,1.0,1.0,2018.0,6.0,3.0,3.0,COMBATE DE LOS POZOS,,HUMBERTO 1?,COMBATE DE LOS POZOS y HUMBERTO 1Â°,3.0,-58.39311376,-34.62163006,PASAJEROS
336,2018-0058,CONDUCTOR,MOTO,MASCULINO,26,10.0,1.0,2018.0,6.0,3.0,6.0,CORDOBA AV.,,THAMES,CORDOBA AV. y THAMES,15.0,-58.43531242,-34.59082159,AUTO
337,2018-0059,CONDUCTOR,MOTO,MASCULINO,54,0.0,1.0,2018.0,6.0,8.0,6.0,"GARAY, JUAN DE AV.",,SANCHEZ DE LORIA,"GARAY, JUAN DE AV. y SANCHEZ DE LORIA",5.0,-58.41178165,-34.63035454,OTRO
338,2018-0060,PEATON,PEATON,MASCULINO,51,0.0,1.0,2018.0,6.0,8.0,12.0,LAVALLE,,"ALEM, LEANDRO N. AV.","LAVALLE y ALEM, LEANDRO N. AV.",1.0,-58.370488,-34.60189492,PASAJEROS
339,2018-0061,CONDUCTOR,MOTO,MASCULINO,51,0.0,1.0,2018.0,6.0,10.0,11.0,ESTADOS UNIDOS,,PICHINCHA,ESTADOS UNIDOS y PICHINCHA,3.0,-58.39883882,-34.61964833,MOTO
340,2018-0062,PEATON,PEATON,MASCULINO,32,0.0,1.0,2018.0,6.0,14.0,1.0,ROSARIO,,BARCO CENTENERA DEL,ROSARIO y BARCO CENTENERA DEL,6.0,-58.44110156,-34.62082399,CARGAS
341,2018-0063,PEATON,PEATON,FEMENINO,28,1.0,1.0,2018.0,6.0,16.0,21.0,"ALEM, LEANDRO N. AV.",,VIAMONTE,"ALEM, LEANDRO N. AV. y VIAMONTE",1.0,-58.37093138,-34.59952725,PASAJEROS
342,2018-0064,CONDUCTOR,AUTO,MASCULINO,30,0.0,1.0,2018.0,6.0,25.0,1.0,VARELA AV.,,PRIMERA JUNTA,VARELA AV. y PRIMERA JUNTA,7.0,-58.45855262,-34.63953253,CARGAS
343,2018-0065,CONDUCTOR,MOTO,MASCULINO,35,0.0,1.0,2018.0,6.0,26.0,17.0,"PELLEGRINI, CARLOS",,JUNCAL,"PELLEGRINI, CARLOS y JUNCAL",1.0,-58.38161909,-34.59283447,CARGAS
344,2018-0066,PEATON,PEATON,MASCULINO,73,0.0,1.0,2018.0,6.0,28.0,11.0,CORRIENTES AV.,,"LACROZE, FEDERICO AV.","CORRIENTES AV. y LACROZE, FEDERICO AV.",15.0,-58.45511899,-34.58698157,PASAJEROS
345,2018-0067,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,81,7.0,1.0,2018.0,6.0,29.0,16.0,"MONTES DE OCA, MANUEL AV.",,FINOCHIETTO ENRIQUE DR.,"MONTES DE OCA, MANUEL AV. y FINOCHIETTO ENRIQUE DR.",4.0,-58.37724226,-34.62973033,AUTO
346,2018-0068,CONDUCTOR,MOTO,MASCULINO,21,0.0,1.0,2018.0,7.0,1.0,9.0,CARABOBO AV.,,"ALBERDI, JUAN BAUTISTA AV.","CARABOBO AV. y ALBERDI, JUAN BAUTISTA AV.",7.0,-58.45546217,-34.62930339,AUTO
347,2018-0069,CICLISTA,BICICLETA,MASCULINO,20,0.0,1.0,2018.0,7.0,4.0,21.0,CORDOBA AV.,2215.0,SD,CORDOBA AV. 2215,2.0,-58.39897064,-34.59954925,PASAJEROS
348,2018-0070,CONDUCTOR,MOTO,MASCULINO,33,0.0,1.0,2018.0,7.0,7.0,15.0,ESTADOS UNIDOS,,"URQUIZA, GRAL.","ESTADOS UNIDOS y URQUIZA, GRAL.",3.0,-58.40917826,-34.62126274,PASAJEROS
349,2018-0071,CONDUCTOR,MOTO,MASCULINO,SD,0.0,1.0,2018.0,7.0,10.0,17.0,MORENO,,"HUERGO, ING. AV.","MORENO y HUERGO, ING. AV.",1.0,-58.36726348,-34.61099738,CARGAS
350,2018-0072,CONDUCTOR,MOTO,MASCULINO,27,2.0,1.0,2018.0,7.0,11.0,13.0,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,,SD,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MONTIEL,8.0,-58.48267426,-34.68454456,CARGAS
351,2018-0073,PEATON,PEATON,FEMENINO,67,0.0,1.0,2018.0,7.0,11.0,15.0,"IRIARTE, GRAL. AV.",3400.0,SD,"IRIARTE, GRAL. AV. 3400",4.0,-58.39546165,-34.65168841,CARGAS
352,2018-0074,CONDUCTOR,AUTO,MASCULINO,25,0.0,1.0,2018.0,7.0,14.0,6.0,"ALBERDI, JUAN BAUTISTA AV.",2968.0,SD,"ALBERDI, JUAN BAUTISTA AV. 2968",7.0,-58.46941984,-34.63376545,CARGAS
353,2018-0075,PEATON,PEATON,MASCULINO,23,0.0,1.0,2018.0,7.0,15.0,7.0,DEL LIBERTADOR AV.,,ORTIZ DE OCAMPO,DEL LIBERTADOR AV. y ORTIZ DE OCAMPO,14.0,-58.40367321,-34.58129246,AUTO
354,2018-0076,CONDUCTOR,AUTO,MASCULINO,73,0.0,1.0,2018.0,7.0,16.0,9.0,"CHAVEZ, JORGE",,"PAZ, GRAL. AV.","CHAVEZ, JORGE y PAZ, GRAL. AV.",9.0,-58.52932872,-34.65014993,CARGAS
355,2018-0077,CONDUCTOR,AUTO,MASCULINO,58,1.0,1.0,2018.0,7.0,16.0,23.0,"URQUIZA, GRAL.",,ESTADOS UNIDOS,"URQUIZA, GRAL. y ESTADOS UNIDOS",3.0,-58.40917826,-34.62126274,CARGAS
356,2018-0078,PEATON,PEATON,MASCULINO,27,0.0,1.0,2018.0,7.0,21.0,6.0,PARAGUAY,,SANCHEZ DE BUSTAMANTE,PARAGUAY y SANCHEZ DE BUSTAMANTE,2.0,-58.41264127,-34.59473294,AUTO
357,2018-0079,PEATON,PEATON,MASCULINO,SD,0.0,1.0,2018.0,7.0,23.0,7.0,DE LOS CORRALES AV.,,"PAZ, GRAL. AV.","DE LOS CORRALES AV. y PAZ, GRAL. AV.",9.0,-58.50877521,-34.66977709,CARGAS
358,2018-0080,PEATON,PEATON,MASCULINO,26,0.0,1.0,2018.0,7.0,25.0,22.0,"ALBERDI, JUAN BAUTISTA AV.",,CARHUE,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",9.0,-58.51232237,-34.6590353,AUTO
359,2018-0081,PEATON,PEATON,MASCULINO,35,0.0,1.0,2018.0,7.0,29.0,6.0,CASTANARES AV.,,RIVERA INDARTE AV.,CASTAÃARES AV. y RIVERA INDARTE AV.,7.0,-58.44744156,-34.64567171,MULTIPLE
360,2018-0082,CONDUCTOR,MOTO,FEMENINO,17,0.0,1.0,2018.0,8.0,1.0,15.0,LARRAZABAL,,"GARZON, EUGENIO, GRAL. AV.","LARRAZABAL y GARZON, EUGENIO, GRAL. AV.",9.0,-58.49441273,-34.65869968,CARGAS
361,2018-0083,CONDUCTOR,MOTO,MASCULINO,SD,0.0,1.0,2018.0,8.0,2.0,5.0,"PAZ, GRAL. AV.",,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PAZ, GRAL. AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8.0,-58.47976785,-34.69153196,CARGAS
362,2018-0084,PEATON,PEATON,MASCULINO,45,0.0,1.0,2018.0,8.0,3.0,7.0,"MOREAU DE JUSTO, ALICIA AV.",,COCHABAMBA,"MOREAU DE JUSTO, ALICIA AV. y COCHABAMBA",1.0,-58.36523349,-34.62260331,CARGAS
363,2018-0085,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,22,0.0,2.0,2018.0,8.0,3.0,18.0,ENTRE RIOS AV.,,"GARAY, JUAN DE AV.","ENTRE RIOS AV. y GARAY, JUAN DE AV.",3.0,-58.39118948,-34.62704273,PASAJEROS
364,2018-0085,CONDUCTOR,MOTO,MASCULINO,30,0.0,2.0,2018.0,8.0,3.0,18.0,ENTRE RIOS AV.,,"GARAY, JUAN DE AV.","ENTRE RIOS AV. y GARAY, JUAN DE AV.",3.0,-58.39118948,-34.62704273,PASAJEROS
365,2018-0086,PEATON,PEATON,MASCULINO,40,0.0,1.0,2018.0,8.0,10.0,21.0,DIRECTORIO AV.,,GUARDIA NACIONAL,DIRECTORIO AV. y GUARDIA NACIONAL,9.0,-58.49019551,-34.65015854,PASAJEROS
366,2018-0087,PEATON,PEATON,MASCULINO,75,5.0,1.0,2018.0,8.0,15.0,19.0,PAVON AV.,,COLOMBRES,PAVON AV. y COLOMBRES,5.0,-58.41644362,-34.63023775,PASAJEROS
367,2018-0088,CONDUCTOR,MOTO,MASCULINO,SD,0.0,1.0,2018.0,8.0,17.0,16.0,"PAZ, GRAL. AV.",,"BALBIN, RICARDO, DR. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12.0,-58.5007381,-34.5497951,CARGAS
368,2018-0089,PEATON,PEATON,MASCULINO,80,0.0,1.0,2018.0,8.0,17.0,17.0,PICHINCHA AV.,,BRASIL,PICHINCHA AV. y BRASIL,4.0,-58.39626094,-34.63036565,PASAJEROS
369,2018-0090,CONDUCTOR,MOTO,MASCULINO,27,0.0,1.0,2018.0,8.0,18.0,10.0,27 DE FEBRERO AV.,,PERGAMINO,27 DE FEBRERO AV. y PERGAMINO,8.0,-58.43284809,-34.67051543,AUTO
370,2018-0091,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,23,0.0,1.0,2018.0,8.0,19.0,18.0,AUTOPISTA PERITO MORENO,,BARRAGAN,AUTOPISTA PERITO MORENO y BARRAGAN,9.0,-58.52280139,-34.63659934,AUTO
371,2018-0092,CONDUCTOR,MOTO,MASCULINO,23,0.0,1.0,2018.0,8.0,20.0,8.0,CORDOBA AV.,,GASCON,CORDOBA AV. y GASCON,14.0,-58.4233693,-34.59774487,AUTO
372,2018-0093,PEATON,PEATON,MASCULINO,24,0.0,1.0,2018.0,8.0,20.0,8.0,15 DE NOVIEMBRE DE 1889,1513.0,SD,15 DE NOVIEMBRE DE 1889 1513,1.0,-58.38691681,-34.63105973,PASAJEROS
373,2018-0094,CONDUCTOR,MOTO,MASCULINO,32,0.0,1.0,2018.0,8.0,23.0,5.0,"SALGUERO, JERONIMO",,BERUTI,"SALGUERO, JERONIMO y BERUTI",14.0,-58.4116902,-34.5857988,PASAJEROS
374,2018-0095,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,49,0.0,1.0,2018.0,8.0,26.0,0.0,LACARRA AV.,,"DELLEPIANE, LUIS, TTE. GRAL.","LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.",9.0,-58.46739825,-34.65117757,AUTO
375,2018-0096,PEATON,PEATON,MASCULINO,39,0.0,1.0,2018.0,8.0,31.0,22.0,AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA,,"ROCA, CNEL. AV.","AUTOPISTA PRESIDENTE HÃCTOR J. CÃMPORA y ROCA, CNEL. AV.",8.0,-58.44483258,-34.67152226,AUTO
376,2018-0097,CONDUCTOR,AUTO,FEMENINO,35,0.0,1.0,2018.0,9.0,2.0,10.0,VARELA AV.,,"RABANAL, FRANCISCO, INTENDENTE AV.","VARELA AV. y RABANAL, FRANCISCO, INTENDENTE AV.",8.0,-58.43254025,-34.66128115,OTRO
377,2018-0098,CONDUCTOR,AUTO,MASCULINO,55,0.0,2.0,2018.0,9.0,9.0,5.0,"PAZ, GRAL. AV.",,BERON DE ASTRADA,"PAZ, GRAL. AV. y BERON DE ASTRADA",8.0,-58.47199387,-34.69640164,AUTO
378,2018-0098,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,54,0.0,2.0,2018.0,9.0,9.0,5.0,"PAZ, GRAL. AV.",,BERON DE ASTRADA,"PAZ, GRAL. AV. y BERON DE ASTRADA",8.0,-58.47199387,-34.69640164,AUTO
379,2018-0099,PEATON,PEATON,MASCULINO,18,1.0,1.0,2018.0,9.0,12.0,14.0,RIVADAVIA AV.,,PEDERNERA,RIVADAVIA AV. y PEDERNERA,7.0,-58.46411215,-34.62925068,PASAJEROS
380,2018-0100,SD,MOTO,FEMENINO,33,0.0,1.0,2018.0,9.0,20.0,10.0,"RAWSON DE DELLEPIANE, ELVIRA AV.",150.0,SD,"RAWSON DE DELLEPIANE, ELVIRA AV. 150",1.0,-58.36217754,-34.62367156,AUTO
381,2018-0101,CONDUCTOR,AUTO,MASCULINO,SD,0.0,1.0,2018.0,9.0,21.0,0.0,"PAZ, GRAL. AV.",,ZAPIOLA,"PAZ, GRAL. AV. y ZAPIOLA",12.0,-58.48098594,-34.5407313,MULTIPLE
382,2018-0102,CONDUCTOR,MOTO,MASCULINO,20,0.0,1.0,2018.0,9.0,21.0,0.0,FAMATINA,,"TABORDA, DIOGENES","FAMATINA y TABORDA, DIOGENES",4.0,-58.41083404,-34.64640709,AUTO
383,2018-0103,PEATON,PEATON,MASCULINO,1,2.0,1.0,2018.0,9.0,27.0,17.0,CASTA?ARES AV.,,"BONORINO, ESTEBAN, CNEL. AV.","CASTAÃARES AV. y BONORINO, ESTEBAN, CNEL. AV.",7.0,-58.44609828,-34.64446729,MOTO
384,2018-0104,CONDUCTOR,MOTO,MASCULINO,22,0.0,1.0,2018.0,10.0,1.0,8.0,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,SUAREZ AV.,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4.0,-58.37709334,-34.64035082,MOTO
385,2018-0105,PEATON,PEATON,FEMENINO,56,0.0,1.0,2018.0,10.0,3.0,18.0,NAZCA AV.,,RIVADAVIA AV.,NAZCA AV. y RIVADAVIA AV.,7.0,-58.46963952,-34.63070603,PASAJEROS
386,2018-0106,CONDUCTOR,MOTO,MASCULINO,27,0.0,1.0,2018.0,10.0,4.0,22.0,"FIGUEROA ALCORTA, PRES. AV.",,ECHEVERRIA,"FIGUEROA ALCORTA, PRES. AV. y ECHEVERRIA",13.0,-58.43674281,-34.55161027,MOTO
387,2018-0107,PEATON,PEATON,FEMENINO,62,0.0,1.0,2018.0,10.0,6.0,14.0,RIVADAVIA AV.,,JUJUY AV.,RIVADAVIA AV. y JUJUY AV.,3.0,-58.4059686,-34.61011987,PASAJEROS
388,2018-0108,CONDUCTOR,MOTO,MASCULINO,37,1.0,1.0,2018.0,10.0,9.0,14.0,DE LOS ITALIANOS AV.,,"GUEMES, MACACHA","DE LOS ITALIANOS AV. y GUEMES, MACACHA",1.0,-58.36154069,-34.60463618,AUTO
389,2018-0109,PEATON,PEATON,MASCULINO,34,0.0,1.0,2018.0,10.0,10.0,22.0,TUCUMAN,,"ALEM, LEANDRO N. AV.","TUCUMAN y ALEM, LEANDRO N. AV.",1.0,-58.37062179,-34.60066507,PASAJEROS
390,2018-0110,PEATON,PEATON,MASCULINO,60,1.0,1.0,2018.0,10.0,13.0,3.0,CORRIENTES AV.,,"GALLARDO, ANGEL AV.","CORRIENTES AV. y GALLARDO, ANGEL AV.",15.0,-58.43220014,-34.60207186,MOTO
391,2018-0111,CONDUCTOR,MOTO,MASCULINO,28,0.0,1.0,2018.0,10.0,19.0,12.0,AUTOPISTA PERITO MORENO,,SD,"AUTOPISTA PERITO MORENO & PERON, EVA  AV.",9.0,-58.46958442,-34.64949724,CARGAS
392,2018-0112,CONDUCTOR,MOTO,FEMENINO,28,0.0,1.0,2018.0,10.0,24.0,9.0,MU?ECAS,,SERRANO,MUÃECAS y SERRANO,15.0,-58.44671397,-34.59970903,CARGAS
393,2018-0113,CONDUCTOR,MOTO,MASCULINO,20,0.0,1.0,2018.0,10.0,25.0,11.0,"ARTIGAS, JOSE GERVASIO, GRAL.",,TRES ARROYOS,"ARTIGAS, JOSE GERVASIO, GRAL. y TRES ARROYOS",11.0,-58.47152163,-34.61474911,CARGAS
394,2018-0114,CONDUCTOR,MOTO,MASCULINO,23,0.0,1.0,2018.0,10.0,30.0,2.0,SOLIS,,INDEPENDENCIA AV.,SOLIS e INDEPENDENCIA AV.,1.0,-58.39032921,-34.61807951,AUTO
395,2018-0115,PEATON,PEATON,MASCULINO,42,1.0,1.0,2018.0,10.0,31.0,12.0,"BOSCH, VENTURA",,"PAZ, GRAL. AV.","BOSCH, VENTURA y PAZ, GRAL. AV.",9.0,-58.52887773,-34.64297861,PASAJEROS
396,2018-0116,PEATON,PEATON,MASCULINO,48,7.0,1.0,2018.0,11.0,1.0,10.0,"PAZ, GRAL. AV.",14800.0,SD,"PAZ, GRAL. AV. 14800",8.0,-58.49371157,-34.67981324,CARGAS
397,2018-0117,CONDUCTOR,MOTO,MASCULINO,30,4.0,1.0,2018.0,11.0,4.0,8.0,"PERON, EVA AV.",5321.0,SD,"PERON, EVA AV. 5321",9.0,-58.48266599,-34.66012327,MOTO
398,2018-0118,PEATON,PEATON,FEMENINO,80,0.0,1.0,2018.0,11.0,5.0,14.0,"PERON, JUAN DOMINGO, TTE. GENERAL",,PUEYRREDON AV.,"PERON, JUAN DOMINGO, TTE. GENERAL y PUEYRREDON AV.",3.0,-58.40612253,-34.60774301,MOTO
399,2018-0119,PEATON,PEATON,FEMENINO,32,1.0,1.0,2018.0,11.0,5.0,22.0,"RABANAL, FRANCISCO, INTENDENTE AV.",,SAN PEDRITO,"RABANAL, FRANCISCO, INTENDENTE AV. y SAN PEDRITO",8.0,-58.43613623,-34.66292532,SD
400,2018-0120,PEATON,PEATON,FEMENINO,51,11.0,1.0,2018.0,11.0,9.0,13.0,MONROE,,ALVAREZ THOMAS AV.,MONROE y ALVAREZ THOMAS AV.,12.0,-58.48250732,-34.57208238,AUTO
401,2018-0121,PEATON,PEATON,FEMENINO,72,0.0,1.0,2018.0,11.0,9.0,16.0,RIVADAVIA AV.,,MANZONI,RIVADAVIA AV. y MANZONI,10.0,-58.49945705,-34.6374328,PASAJEROS
402,2018-0122,CONDUCTOR,AUTO,MASCULINO,33,0.0,1.0,2018.0,11.0,12.0,1.0,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,,LARRAZABAL,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y LARRAZABAL,8.0,-58.47743966,-34.67233407,AUTO
403,2018-0123,CONDUCTOR,AUTO,MASCULINO,25,0.0,1.0,2018.0,11.0,12.0,3.0,"PAZ, GRAL. AV.",,"PERON, EVA AV.","PAZ, GRAL. AV. y PERON, EVA AV.",9.0,-58.5025179,-34.67450313,SD
404,2018-0124,CONDUCTOR,CARGAS,MASCULINO,44,0.0,1.0,2018.0,11.0,15.0,19.0,AUTOPISTA PERITO MORENO,,SD,AUTOPISTA PERITO MORENO y RESERVISTAS ARGENTINOS,9.0,-58.52144411,-34.63682499,CARGAS
405,2018-0125,PEATON,PEATON,MASCULINO,29,1.0,1.0,2018.0,11.0,16.0,21.0,SAENZ AV.,,VENTANA,SAENZ AV. y VENTANA,4.0,-58.41650465,-34.65084045,PASAJEROS
406,2018-0126,CONDUCTOR,MOTO,MASCULINO,27,5.0,1.0,2018.0,11.0,18.0,12.0,"PAZ, GRAL. AV.",,"FALCON, RAMON L.,CNEL.","PAZ, GRAL. AV. y FALCON, RAMON L.,CNEL.",9.0,-58.52994219,-34.64055918,AUTO
407,2018-0127,CONDUCTOR,MOTO,MASCULINO,29,0.0,1.0,2018.0,11.0,19.0,9.0,"PAZ, GRAL. AV.",,DE LOS CONSTITUYENTES AV.,"PAZ, GRAL. AV. y DE LOS CONSTITUYENTES AV.",12.0,-58.50993046,-34.56919739,MOTO
408,2018-0128,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,49,0.0,2.0,2018.0,11.0,25.0,4.0,"PAZ, GRAL. AV.",11200.0,SD,"PAZ, GRAL. AV. 11200",9.0,-58.52844623,-34.64592873,PASAJEROS
409,2018-0128,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,39,0.0,2.0,2018.0,11.0,25.0,4.0,"PAZ, GRAL. AV.",11200.0,SD,"PAZ, GRAL. AV. 11200",9.0,-58.52844623,-34.64592873,PASAJEROS
410,2018-0129,CONDUCTOR,MOTO,MASCULINO,37,2.0,1.0,2018.0,11.0,28.0,4.0,"NEWBERY, JORGE AV.",,GUEVARA,"NEWBERY, JORGE AV. y GUEVARA",15.0,-58.45021367,-34.58695347,PASAJEROS
411,2018-0130,CONDUCTOR,MOTO,MASCULINO,SD,0.0,1.0,2018.0,12.0,3.0,3.0,GAONA AV.,,SEGUROLA AV.,GAONA AV. y SEGUROLA AV.,10.0,-58.49022072,-34.62770192,PASAJEROS
412,2018-0131,CONDUCTOR,MOTO,MASCULINO,29,0.0,1.0,2018.0,12.0,7.0,19.0,"MADERO, EDUARDO AV.",550.0,SD,"MADERO, EDUARDO AV. 550",1.0,-58.36860866,-34.60106568,CARGAS
413,2018-0132,PEATON,PEATON,MASCULINO,70,0.0,1.0,2018.0,12.0,12.0,8.0,AUTOPISTA ARTURO ILLIA,,"CASTILLO, RAMON S., PRES. AV.","AUTOPISTA ARTURO ILLIA y CASTILLO, RAMON S., PRES. AV.",2.0,-58.39490504,-34.57241534,CARGAS
414,2018-0133,PEATON,PEATON,FEMENINO,60,0.0,1.0,2018.0,12.0,12.0,14.0,NAZCA AV.,,RIVADAVIA AV.,NAZCA AV. y RIVADAVIA AV.,7.0,-58.46963952,-34.63070603,CARGAS
415,2018-0134,PEATON,PEATON,MASCULINO,56,1.0,1.0,2018.0,12.0,12.0,21.0,LA PLATA AV.,,CASEROS AV.,LA PLATA AV. y CASEROS AV.,7.0,-58.42349365,-34.64019887,MOTO
416,2018-0135,PEATON,PEATON,MASCULINO,80,4.0,1.0,2018.0,12.0,18.0,14.0,BELGRANO AV.,,PERU,BELGRANO AV. y PERU,1.0,-58.37471802,-34.61265002,PASAJEROS
417,2018-0136,PEATON,PEATON,FEMENINO,70,0.0,1.0,2018.0,12.0,18.0,15.0,RIVADAVIA AV.,7013.0,SD,RIVADAVIA AV. 7013,7.0,-58.46438789,-34.62913916,PASAJEROS
418,2018-0137,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,29,1.0,1.0,2018.0,12.0,18.0,20.0,"ALSINA, ADOLFO",,SANTIAGO DEL ESTERO,"ALSINA, ADOLFO y SANTIAGO DEL ESTERO",1.0,-58.38481975,-34.61100424,PASAJEROS
419,2018-0138,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,79,0.0,1.0,2018.0,12.0,21.0,9.0,BERMUDEZ,1893.0,SD,BERMUDEZ 1893,10.0,-58.50751833,-34.62073702,PASAJEROS
420,2018-0139,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,28,2.0,1.0,2018.0,12.0,22.0,6.0,SANTANDER,1974.0,SD,SANTANDER 1974,7.0,-58.44682986,-34.63888084,MOTO
421,2018-0140,CONDUCTOR,AUTO,MASCULINO,78,0.0,1.0,2018.0,12.0,22.0,8.0,LANTERI JULIETA,1400.0,SD,LANTERI JULIETA 1400,1.0,-58.3600465,-34.61381341,AUTO
422,2018-0141,PEATON,PEATON,MASCULINO,75,2.0,1.0,2018.0,12.0,22.0,17.0,MAZA,,INDEPENDENCIA AV.,MAZA e INDEPENDENCIA AV.,5.0,-58.41509546,-34.62085945,MOTO
423,2018-0142,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,32,7.0,1.0,2018.0,12.0,25.0,13.0,"PAZ, GRAL. AV.",5172.0,SD,"PAZ, GRAL. AV. 5172",12.0,-58.50997604,-34.57251072,PASAJEROS
